 DEPTH      GR        spd       bit       CAL       SPBD      bvol      cvol      tten      rd        rs        rmsl      dt24      CNCF      zden      pe        zcor     
  713.842    50.714     9.183     9.875  -999.250  -999.250  -999.250  -999.250  2130.857  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  713.994    52.022     9.185     9.875  -999.250  -999.250  -999.250  -999.250  2131.532  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  714.146    54.344     9.148     9.875  -999.250  -999.250  -999.250  -999.250  2132.206  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  714.299    55.337     9.103     9.875  -999.250  -999.250  -999.250  -999.250  2131.985  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  714.451    54.937     9.095     9.875  -999.250  -999.250  -999.250  -999.250  2130.407  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  714.604    55.617     9.137     9.875  -999.250  -999.250  -999.250  -999.250  2128.580  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  714.756    57.953     9.180     9.875  -999.250  -999.250  -999.250  -999.250  2127.151  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  714.908    60.763     9.172     9.875  -999.250  -999.250  -999.250  -999.250  2127.506  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  715.061    62.755     9.134     9.875  -999.250  -999.250  -999.250  -999.250  2129.640  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  715.213    63.383     9.128     9.875  -999.250  -999.250  -999.250  -999.250  2130.956  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  715.366    63.712     9.151     9.875  -999.250  -999.250  -999.250  -999.250  2131.218  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  715.518    65.345     9.166     9.875  -999.250  -999.250  -999.250  -999.250  2131.880  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  715.670    68.326     9.153     9.875  -999.250  -999.250  -999.250  -999.250  2133.058  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  715.823    71.508     9.130     9.875  -999.250  -999.250  -999.250  -999.250  2133.807  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  715.975    72.561     9.114     9.875  -999.250  -999.250  -999.250  -999.250  2132.889  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  716.128    70.942     9.109     9.875  -999.250  -999.250  -999.250  -999.250  2132.057  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  716.280    69.361     9.103     9.875  -999.250  -999.250  -999.250  -999.250  2132.978  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  716.432    69.721     9.099     9.875  -999.250  -999.250  -999.250  -999.250  2133.802  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  716.585    69.710     9.105     9.875  -999.250  -999.250  -999.250  -999.250  2133.057  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  716.737    67.829     9.122     9.875  -999.250  -999.250  -999.250  -999.250  2131.670  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  716.890    66.123     9.150     9.875  -999.250  -999.250  -999.250  -999.250  2130.400  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  717.042    66.030     9.177     9.875  -999.250  -999.250  -999.250  -999.250  2130.144  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  717.194    66.726     9.189     9.875  -999.250  -999.250  -999.250  -999.250  2130.966  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  717.347    68.018     9.195     9.875  -999.250  -999.250  -999.250  -999.250  2131.791  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  717.499    69.306     9.213     9.875  -999.250  -999.250  -999.250  -999.250  2132.546  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  717.652    69.798     9.240     9.875  -999.250  -999.250  -999.250  -999.250  2133.332  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  717.804    68.966     9.252     9.875  -999.250  -999.250  -999.250  -999.250  2133.498  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  717.956    66.970     9.239     9.875  -999.250  -999.250  -999.250  -999.250  2134.229  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  718.109    64.530     9.214     9.875  -999.250  -999.250  -999.250  -999.250  2136.046  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  718.261    62.261     9.205     9.875  -999.250  -999.250  -999.250  -999.250  2137.050  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  718.414    60.982     9.231     9.875  -999.250  -999.250  -999.250  -999.250  2136.842  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  718.566    60.864     9.268     9.875  -999.250  -999.250  -999.250  -999.250  2136.867  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  718.718    60.582     9.266     9.875  -999.250  -999.250  -999.250  -999.250  2137.667  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  718.871    59.049     9.221     9.875  -999.250  -999.250  -999.250  -999.250  2138.090  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  719.023    56.990     9.182     9.875  -999.250  -999.250  -999.250  -999.250  2137.793  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  719.176    55.480     9.168     9.875  -999.250  -999.250  -999.250  -999.250  2137.979  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  719.328    55.285     9.167     9.875  -999.250  -999.250  -999.250  -999.250  2138.103  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  719.480    55.424     9.164     9.875  -999.250  -999.250  -999.250  -999.250  2137.430  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  719.633    55.312     9.158     9.875  -999.250  -999.250  -999.250  -999.250  2137.078  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  719.785    56.158     9.157     9.875  -999.250  -999.250  -999.250  -999.250  2137.390  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  719.938    57.326     9.169     9.875  -999.250  -999.250  -999.250  -999.250  2137.507  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  720.090    56.586     9.177     9.875  -999.250  -999.250  -999.250  -999.250  2137.923  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  720.242    54.709     9.163     9.875  -999.250  -999.250  -999.250  -999.250  2139.518  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  720.395    53.155     9.140     9.875  -999.250  -999.250  -999.250  -999.250  2140.209  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  720.547    52.117     9.135     9.875  -999.250  -999.250  -999.250  -999.250  2140.019  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  720.700    52.763     9.147     9.875  -999.250  -999.250  -999.250  -999.250  2140.362  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  720.852    55.586     9.159     9.875  -999.250  -999.250  -999.250  -999.250  2139.983  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  721.004    58.586     9.156     9.875  -999.250  -999.250  -999.250  -999.250  2140.313  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  721.157    60.107     9.141     9.875  -999.250  -999.250  -999.250  -999.250  2143.205  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  721.309    61.437     9.129     9.875  -999.250  -999.250  -999.250  -999.250  2146.411  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  721.462    62.483     9.137     9.875  -999.250  -999.250  -999.250  -999.250  2144.985  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  721.614    62.038     9.167     9.875  -999.250  -999.250  -999.250  -999.250  2141.437  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  721.766    60.327     9.188     9.875  -999.250  -999.250  -999.250  -999.250  2139.836  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  721.919    58.658     9.179     9.875  -999.250  -999.250  -999.250  -999.250  2139.335  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  722.071    58.973     9.159     9.875  -999.250  -999.250  -999.250  -999.250  2138.874  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  722.224    61.647     9.142     9.875  -999.250  -999.250  -999.250  -999.250  2139.373  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  722.376    62.755     9.125     9.875  -999.250  -999.250  -999.250  -999.250  2140.820  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  722.528    60.238     9.105     9.875  -999.250  -999.250  -999.250  -999.250  2141.141  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  722.681    57.402     9.083     9.875  -999.250  -999.250  -999.250  -999.250  2141.133  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  722.833    56.111     9.076     9.875  -999.250  -999.250  -999.250  -999.250  2140.822  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  722.986    55.203     9.104     9.875  -999.250  -999.250  -999.250  -999.250  2139.456  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  723.138    54.610     9.150     9.875  -999.250  -999.250  -999.250  -999.250  2138.768  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  723.290    54.267     9.172     9.875  -999.250  -999.250  -999.250  -999.250  2141.437  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  723.443    53.105     9.161     9.875  -999.250  -999.250  -999.250  -999.250  2144.992  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  723.595    51.527     9.148     9.875  -999.250  -999.250  -999.250  -999.250  2145.476  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  723.748    51.807     9.159     9.875  -999.250  -999.250  -999.250  -999.250  2144.693  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  723.900    54.068     9.182     9.875  -999.250  -999.250  -999.250  -999.250  2145.524  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  724.052    55.242     9.189     9.875  -999.250  -999.250  -999.250  -999.250  2146.641  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  724.205    54.618     9.176     9.875  -999.250  -999.250  -999.250  -999.250  2147.169  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  724.357    54.980     9.162     9.875  -999.250  -999.250  -999.250  -999.250  2146.998  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  724.510    57.294     9.156     9.875  -999.250  -999.250  -999.250  -999.250  2146.010  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  724.662    60.153     9.168     9.875  -999.250  -999.250  -999.250  -999.250  2146.134  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  724.814    62.573     9.205     9.875  -999.250  -999.250  -999.250  -999.250  2147.470  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  724.967    62.577     9.232     9.875  -999.250  -999.250  -999.250  -999.250  2148.662  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  725.119    60.462     9.219     9.875  -999.250  -999.250  -999.250  -999.250  2149.872  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  725.272    60.213     9.186     9.875  -999.250  -999.250  -999.250  -999.250  2150.046  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  725.424    62.629     9.160     9.875  -999.250  -999.250  -999.250  -999.250  2148.426  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  725.576    64.424     9.143     9.875  -999.250  -999.250  -999.250  -999.250  2147.319  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  725.729    64.417     9.132     9.875  -999.250  -999.250  -999.250  -999.250  2148.407  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  725.881    64.546     9.129     9.875  -999.250  -999.250  -999.250  -999.250  2149.315  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  726.034    66.007     9.139     9.875  -999.250  -999.250  -999.250  -999.250  2149.168  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  726.186    68.081     9.157     9.875  -999.250  -999.250  -999.250  -999.250  2149.455  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  726.338    69.544     9.161     9.875  -999.250  -999.250  -999.250  -999.250  2149.626  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  726.491    70.917     9.145     9.875  -999.250  -999.250  -999.250  -999.250  2148.425  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  726.643    75.040     9.134     9.875  -999.250  -999.250  -999.250  -999.250  2147.174  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  726.796    81.702     9.150     9.875  -999.250  -999.250  -999.250  -999.250  2147.477  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  726.948    86.195     9.174     9.875  -999.250  -999.250  -999.250  -999.250  2148.507  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  727.100    85.543     9.181     9.875  -999.250  -999.250  -999.250  -999.250  2147.984  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  727.253    80.744     9.165     9.875  -999.250  -999.250  -999.250  -999.250  2145.927  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  727.405    74.887     9.145     9.875  -999.250  -999.250  -999.250  -999.250  2144.587  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  727.558    71.067     9.143     9.875  -999.250  -999.250  -999.250  -999.250  2144.928  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  727.710    70.835     9.162     9.875  -999.250  -999.250  -999.250  -999.250  2146.130  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  727.862    73.280     9.184     9.875  -999.250  -999.250  -999.250  -999.250  2148.278  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  728.015    78.070     9.199     9.875  -999.250  -999.250  -999.250  -999.250  2151.013  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  728.167    83.702     9.206     9.875  -999.250  -999.250  -999.250  -999.250  2152.573  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  728.320    87.631     9.201     9.875  -999.250  -999.250  -999.250  -999.250  2152.749  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  728.472    90.203     9.186     9.875  -999.250  -999.250  -999.250  -999.250  2152.927  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  728.624    93.741     9.161     9.875  -999.250  -999.250  -999.250  -999.250  2152.505  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  728.777    96.984     9.123     9.875  -999.250  -999.250  -999.250  -999.250  2150.730  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  728.929    98.838     9.099     9.875  -999.250  -999.250  -999.250  -999.250  2150.032  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  729.082    99.838     9.116     9.875  -999.250  -999.250  -999.250  -999.250  2152.295  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  729.234    99.257     9.156     9.875  -999.250  -999.250  -999.250  -999.250  2154.392  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  729.386    97.029     9.185     9.875  -999.250  -999.250  -999.250  -999.250  2154.224  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  729.539    95.411     9.191     9.875  -999.250  -999.250  -999.250  -999.250  2153.444  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  729.691    94.516     9.179     9.875  -999.250  -999.250  -999.250  -999.250  2152.391  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  729.844    92.178     9.165     9.875  -999.250  -999.250  -999.250  -999.250  2151.819  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  729.996    87.867     9.166     9.875  -999.250  -999.250  -999.250  -999.250  2153.107  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  730.148    82.644     9.176     9.875  -999.250  -999.250  -999.250  -999.250  2154.209  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  730.301    79.604     9.175     9.875  -999.250  -999.250  -999.250  -999.250  2152.074  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  730.453    81.704     9.162     9.875  -999.250  -999.250  -999.250  -999.250  2149.735  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  730.606    86.989     9.155     9.875  -999.250  -999.250  -999.250  -999.250  2150.281  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  730.758    91.208     9.160     9.875  -999.250  -999.250  -999.250  -999.250  2150.888  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  730.910    93.977     9.163     9.875  -999.250  -999.250  -999.250  -999.250  2150.387  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  731.063    96.889     9.165     9.875  -999.250  -999.250  -999.250  -999.250  2150.592  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  731.215    97.781     9.181     9.875  -999.250  -999.250  -999.250  -999.250  2151.031  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  731.368    95.269     9.209     9.875  -999.250  -999.250  -999.250  -999.250  2151.562  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  731.520    91.102     9.218     9.875  -999.250  -999.250  -999.250  -999.250  2152.821  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  731.672    87.666     9.190     9.875  -999.250  -999.250  -999.250  -999.250  2152.682  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  731.825    87.543     9.136     9.875  -999.250  -999.250  -999.250  -999.250  2151.526  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  731.977    93.350     9.094     9.875  -999.250  -999.250  -999.250  -999.250  2150.674  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  732.130   103.194     9.095     9.875  -999.250  -999.250  -999.250  -999.250  2148.944  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  732.282   112.135     9.124     9.875  -999.250  -999.250  -999.250  -999.250  2147.347  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  732.434   116.109     9.133     9.875  -999.250  -999.250  -999.250  -999.250  2147.813  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  732.587   113.091     9.108     9.875  -999.250  -999.250  -999.250  -999.250  2149.354  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  732.739   106.195     9.095     9.875  -999.250  -999.250  -999.250  -999.250  2151.014  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  732.892   101.891     9.112     9.875  -999.250  -999.250  -999.250  -999.250  2153.343  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  733.044   102.839     9.142     9.875  -999.250  -999.250  -999.250  -999.250  2154.504  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  733.196   104.557     9.157     9.875  -999.250  -999.250  -999.250  -999.250  2154.691  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  733.349   102.659     9.145     9.875  -999.250  -999.250  -999.250  -999.250  2155.447  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  733.501    98.413     9.110     9.875  -999.250  -999.250  -999.250  -999.250  2156.565  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  733.654    95.718     9.093     9.875  -999.250  -999.250  -999.250  -999.250  2156.328  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  733.806    94.967     9.116     9.875  -999.250  -999.250  -999.250  -999.250  2154.688  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  733.958    94.395     9.141     9.875  -999.250  -999.250  -999.250  -999.250  2152.754  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  734.111    92.913     9.142     9.875  -999.250  -999.250  -999.250  -999.250  2151.668  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  734.263    91.327     9.145     9.875  -999.250  -999.250  -999.250  -999.250  2151.946  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  734.416    90.704     9.180     9.875  -999.250  -999.250  -999.250  -999.250  2152.535  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  734.568    89.373     9.217     9.875  -999.250  -999.250  -999.250  -999.250  2152.942  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  734.720    85.206     9.211     9.875  -999.250  -999.250  -999.250  -999.250  2153.370  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  734.873    79.253     9.164     9.875  -999.250  -999.250  -999.250  -999.250  2153.827  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  735.025    74.406     9.120     9.875  -999.250  -999.250  -999.250  -999.250  2154.076  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  735.178    72.309     9.100     9.875  -999.250  -999.250  -999.250  -999.250  2154.029  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  735.330    72.225     9.096     9.875  -999.250  -999.250  -999.250  -999.250  2153.955  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  735.482    72.484     9.103     9.875  -999.250  -999.250  -999.250  -999.250  2153.855  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  735.635    71.762     9.107     9.875  -999.250  -999.250  -999.250  -999.250  2154.454  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  735.787    69.850     9.101     9.875  -999.250  -999.250  -999.250  -999.250  2155.130  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  735.940    68.564     9.110     9.875  -999.250  -999.250  -999.250  -999.250  2155.231  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  736.092    68.369     9.138     9.875  -999.250  -999.250  -999.250  -999.250  2154.663  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  736.244    67.311     9.161     9.875  -999.250  -999.250  -999.250  -999.250  2154.352  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  736.397    66.571     9.171     9.875  -999.250  -999.250  -999.250  -999.250  2154.106  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  736.549    68.879     9.183     9.875  -999.250  -999.250  -999.250  -999.250  2152.939  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  736.702    71.384     9.198     9.875  -999.250  -999.250  -999.250  -999.250  2150.784  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  736.854    71.010     9.209     9.875  -999.250  -999.250  -999.250  -999.250  2149.777  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  737.006    69.237     9.207     9.875  -999.250  -999.250  -999.250  -999.250  2150.914  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  737.159    68.755     9.186     9.875  -999.250  -999.250  -999.250  -999.250  2152.377  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  737.311    69.610     9.163     9.875  -999.250  -999.250  -999.250  -999.250  2154.324  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  737.464    69.425     9.162     9.875  -999.250  -999.250  -999.250  -999.250  2157.133  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  737.616    67.528     9.187     9.875  -999.250  -999.250  -999.250  -999.250  2158.822  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  737.768    66.238     9.201     9.875  -999.250  -999.250  -999.250  -999.250  2157.755  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  737.921    66.076     9.170     9.875  -999.250  -999.250  -999.250  -999.250  2155.871  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  738.073    65.979     9.110     9.875  -999.250  -999.250  -999.250  -999.250  2156.387  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  738.226    65.997     9.063     9.875  -999.250  -999.250  -999.250  -999.250  2159.275  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  738.378    65.569     9.049     9.875  -999.250  -999.250  -999.250  -999.250  2161.161  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  738.530    63.878     9.057     9.875  -999.250  -999.250  -999.250  -999.250  2160.323  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  738.683    62.589     9.063     9.875  -999.250  -999.250  -999.250  -999.250  2158.207  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  738.835    63.314     9.064     9.875  -999.250  -999.250  -999.250  -999.250  2156.421  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  738.988    65.215     9.072     9.875  -999.250  -999.250  -999.250  -999.250  2156.010  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  739.140    65.421     9.089     9.875  -999.250  -999.250  -999.250  -999.250  2156.560  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  739.292    64.258     9.104     9.875  -999.250  -999.250  -999.250  -999.250  2156.747  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
  739.445    65.100     9.105     9.875  -999.250  -999.250  -999.250  -999.250  2156.293  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250  -999.250
